,Day,Month,Year,brokerage,open,price_target,stock,yield
39,16,11,2017,Bank of America,36.04,37.0,CSCO,0.02663706992230863
40,16,11,2017,Deutsche Bank,36.04,45.0,CSCO,0.2486126526082131
41,16,11,2017,Nomura,36.04,33.0,CSCO,-0.0843507214206437
42,16,11,2017,Royal Bank of Canada,36.04,40.0,CSCO,0.10987791342952268
43,16,11,2017,Jefferies Financial Group,36.04,40.0,CSCO,0.10987791342952268
44,16,11,2017,Citigroup,36.04,40.0,CSCO,0.10987791342952268
45,16,11,2017,Barclays,36.04,37.0,CSCO,0.02663706992230863
46,15,11,2017,Royal Bank of Canada,33.97,36.0,CSCO,0.05975861053871068
47,14,11,2017,Wells Fargo & Co,33.86,42.0,CSCO,0.2404016538688718
48,10,11,2017,Robert W. Baird,34.06,38.0,CSCO,0.11567821491485608
49,3,11,2017,Cowen,34.28,38.0,CSCO,0.10851808634772464
50,31,10,2017,Oppenheimer,33.98,36.0,CSCO,0.059446733372572114
51,24,10,2017,Berenberg Bank,34.4,33.0,CSCO,-0.04069767441860461
52,23,10,2017,BMO Capital Markets,34.45,32.0,CSCO,-0.0711175616835995
53,20,10,2017,Oppenheimer,34.02,36.0,CSCO,0.058201058201058135
54,12,10,2017,Piper Jaffray Companies,33.26,36.0,CSCO,0.08238123872519543
55,11,10,2017,KeyCorp,33.38,33.0,CSCO,-0.011384062312762231
56,6,10,2017,Credit Suisse Group,33.65,35.0,CSCO,0.04011887072808329
57,6,10,2017,Jefferies Financial Group,33.65,37.0,CSCO,0.09955423476968804
58,28,9,2017,BMO Capital Markets,33.22,32.0,CSCO,-0.03672486453943402
59,25,9,2017,Oppenheimer,33.31,36.0,CSCO,0.08075652957069934
60,11,9,2017,Robert W. Baird,31.71,38.0,CSCO,0.1983601387574898
61,6,9,2017,Deutsche Bank,31.75,40.0,CSCO,0.2598425196850393
64,18,8,2017,Bank of America,31.0,35.0,CSCO,0.12903225806451624
65,17,8,2017,Berenberg Bank,31.49,33.0,CSCO,0.04795173070816139
66,17,8,2017,Morgan Stanley,31.49,39.0,CSCO,0.23848840901873625
67,17,8,2017,Piper Jaffray Companies,31.49,36.0,CSCO,0.1432200698634487
68,17,8,2017,Robert W. Baird,31.49,38.0,CSCO,0.20673229596697373
69,16,8,2017,Cowen,32.1,39.0,CSCO,0.2149532710280373
70,15,8,2017,Stifel Nicolaus,31.85,34.0,CSCO,0.06750392464678168
71,15,8,2017,Drexel Hamilton,31.85,39.0,CSCO,0.22448979591836735
72,8,8,2017,Deutsche Bank,31.75,40.0,CSCO,0.2598425196850393
73,7,8,2017,Robert W. Baird,31.79,38.0,CSCO,0.1953444479396036
74,3,8,2017,Jefferies Financial Group,31.59,37.0,CSCO,0.17125672681228246
75,2,8,2017,Deutsche Bank,31.57,40.0,CSCO,0.2670256572695597
76,14,7,2017,Sanford C. Bernstein,31.37,38.0,CSCO,0.21134842205929227
78,3,7,2017,Instinet,31.09,29.0,CSCO,-0.06722418784174977
81,30,6,2017,Wunderlich,31.79,33.0,CSCO,0.03806228373702414
82,26,6,2017,Oppenheimer,32.22,36.0,CSCO,0.11731843575418988
83,26,6,2017,Credit Suisse Group,32.22,40.0,CSCO,0.24146492861576666
84,26,6,2017,Wells Fargo & Co,32.22,37.5,CSCO,0.16387337057728124
86,13,6,2017,Deutsche Bank,31.3,40.0,CSCO,0.27795527156549515
88,26,5,2017,Jefferies Financial Group,31.51,37.0,CSCO,0.17423040304665172
89,23,5,2017,Drexel Hamilton,31.83,40.0,CSCO,0.25667609173735473
90,22,5,2017,Raymond James,31.15,36.0,CSCO,0.1556982343499198
91,22,5,2017,JPMorgan Chase & Co.,31.15,33.0,CSCO,0.05939004815409321
92,22,5,2017,Credit Suisse Group,31.15,40.0,CSCO,0.2841091492776886
93,22,5,2017,Barclays,31.15,34.0,CSCO,0.0914927768860354
94,19,5,2017,MKM Partners,31.74,34.0,CSCO,0.07120352867044755
95,19,5,2017,Jefferies Financial Group,31.74,37.0,CSCO,0.16572148708254564
96,19,5,2017,Cowen,31.74,39.0,CSCO,0.22873345935727785
97,19,5,2017,Wunderlich,31.74,30.0,CSCO,-0.05482041587901698
98,19,5,2017,Pacific Crest,31.74,33.0,CSCO,0.039697542533081435
99,19,5,2017,Deutsche Bank,31.74,40.0,CSCO,0.26023944549464395
100,19,5,2017,Instinet,31.74,29.0,CSCO,-0.08632640201638309
101,19,5,2017,Citigroup,31.74,36.0,CSCO,0.13421550094517953
102,18,5,2017,BMO Capital Markets,31.1,32.0,CSCO,0.028938906752411512
103,18,5,2017,Royal Bank of Canada,31.1,36.0,CSCO,0.15755627009646303
104,16,5,2017,Drexel Hamilton,34.24,40.0,CSCO,0.16822429906542058
105,15,5,2017,Morgan Stanley,34.0,39.0,CSCO,0.1470588235294117
106,12,5,2017,Royal Bank of Canada,33.6,36.0,CSCO,0.0714285714285714
107,9,5,2017,BMO Capital Markets,34.14,35.0,CSCO,0.025190392501464487
108,27,4,2017,Credit Suisse Group,34.01,40.0,CSCO,0.17612466921493675
109,26,4,2017,Jefferies Financial Group,33.58,37.0,CSCO,0.1018463371054199
110,10,4,2017,Deutsche Bank,32.96,42.0,CSCO,0.27427184466019416
111,6,4,2017,Cowen,33.0,39.0,CSCO,0.18181818181818188
112,4,4,2017,Berenberg Bank,33.25,35.0,CSCO,0.05263157894736836
113,23,3,2017,Deutsche Bank,34.08,42.0,CSCO,0.23239436619718326
114,23,2,2017,Sanford C. Bernstein,34.28,37.0,CSCO,0.07934655775962662
116,17,2,2017,MKM Partners,33.52,35.0,CSCO,0.04415274463007157
117,16,2,2017,Citigroup,33.26,37.0,CSCO,0.11244738424533972
118,16,2,2017,Sanford C. Bernstein,33.26,37.0,CSCO,0.11244738424533972
119,16,2,2017,BMO Capital Markets,33.26,33.0,CSCO,-0.007817197835237488
120,16,2,2017,Credit Suisse Group,33.26,25.0,CSCO,-0.24834636199639204
121,16,2,2017,Royal Bank of Canada,33.26,37.0,CSCO,0.11244738424533972
122,16,2,2017,UBS Group,33.26,37.0,CSCO,0.11244738424533972
123,16,2,2017,Jefferies Financial Group,33.26,37.0,CSCO,0.11244738424533972
124,16,2,2017,Robert W. Baird,33.26,38.0,CSCO,0.14251352976548404
125,16,2,2017,Wunderlich,33.26,27.0,CSCO,-0.18821407095610346
126,16,2,2017,Royal Bank of Canada,33.26,35.0,CSCO,0.05231509320505112
127,14,2,2017,Oppenheimer,31.9,34.0,CSCO,0.0658307210031348
128,14,2,2017,Drexel Hamilton,31.9,36.0,CSCO,0.1285266457680252
129,7,2,2017,Robert W. Baird,31.38,35.0,CSCO,0.11536010197578085
132,27,1,2017,Royal Bank of Canada,30.76,35.0,CSCO,0.1378413524057216
133,25,1,2017,Deutsche Bank,31.04,37.0,CSCO,0.1920103092783505
134,25,1,2017,Wunderlich,31.04,27.0,CSCO,-0.1301546391752577
135,25,1,2017,Pacific Crest,31.04,33.0,CSCO,0.06314432989690721
136,24,1,2017,Oppenheimer,30.34,34.0,CSCO,0.12063282794990116
137,12,1,2017,BMO Capital Markets,30.15,33.0,CSCO,0.09452736318407973
138,29,12,2016,Barclays,30.37,34.0,CSCO,0.11952584787619358
139,29,12,2016,Citigroup,30.37,34.0,CSCO,0.11952584787619358
140,29,12,2016,Goldman Sachs Group,30.37,32.0,CSCO,0.05367138623641754
141,29,12,2016,Pacific Crest,30.37,33.0,CSCO,0.08659861705630556
142,29,12,2016,Credit Suisse Group,30.37,25.0,CSCO,-0.17681922950279882
143,28,12,2016,Wunderlich,30.7,27.0,CSCO,-0.12052117263843642
144,6,12,2016,Stifel Nicolaus,29.42,34.0,CSCO,0.15567641060503054
145,6,12,2016,Deutsche Bank,29.42,37.0,CSCO,0.25764785859959205
146,6,12,2016,Jefferies Financial Group,29.42,35.0,CSCO,0.1896668932698844
147,6,12,2016,Drexel Hamilton,29.42,36.0,CSCO,0.22365737593473825
148,6,12,2016,Robert W. Baird,29.42,35.0,CSCO,0.1896668932698844
149,30,11,2016,Royal Bank of Canada,29.76,35.0,CSCO,0.17607526881720426
151,18,11,2016,Stifel Nicolaus,30.11,34.0,CSCO,0.12919295914978424
152,17,11,2016,Deutsche Bank,29.91,37.0,CSCO,0.23704446673353385
153,17,11,2016,Oppenheimer,29.91,34.0,CSCO,0.13674356402540955
154,17,11,2016,Barclays,29.91,34.0,CSCO,0.13674356402540955
155,15,11,2016,Jefferies Financial Group,31.27,31.37,CSCO,0.003197953309881818
156,14,11,2016,UBS Group,31.43,35.0,CSCO,0.11358574610244987
157,2,11,2016,Oppenheimer,30.43,34.0,CSCO,0.11731843575418988
158,17,10,2016,Deutsche Bank,30.13,37.0,CSCO,0.2280119482243612
159,26,9,2016,Bank of America,31.1,33.0,CSCO,0.061093247588424486
160,23,9,2016,Royal Bank of Canada,31.71,35.0,CSCO,0.10375275938189832
161,23,9,2016,Raymond James,31.71,34.0,CSCO,0.07221696625670138
162,19,9,2016,Wells Fargo & Co,30.85,36.5,CSCO,0.1831442463533224
163,16,9,2016,Robert W. Baird,31.12,35.0,CSCO,0.12467866323907463
164,14,9,2016,Deutsche Bank,31.01,37.0,CSCO,0.19316349564656554
165,12,9,2016,UBS Group,30.61,35.0,CSCO,0.14341718392682126
166,6,9,2016,Deutsche Bank,31.93,35.0,CSCO,0.09614782336360794
168,29,8,2016,Jefferies Financial Group,31.43,35.0,CSCO,0.11358574610244987
169,19,8,2016,Argus,30.37,37.0,CSCO,0.21830754033585764
170,18,8,2016,KeyCorp,30.41,33.0,CSCO,0.08516935218678068
171,18,8,2016,Wunderlich,30.41,27.0,CSCO,-0.11213416639263396
172,18,8,2016,UBS Group,30.41,32.0,CSCO,0.052285432423544886
173,18,8,2016,Pacific Crest,30.41,33.0,CSCO,0.08516935218678068
174,18,8,2016,Deutsche Bank,30.41,35.0,CSCO,0.15093719171325226
175,18,8,2016,Piper Jaffray Companies,30.41,34.0,CSCO,0.11805327195001647
176,18,8,2016,Morgan Stanley,30.41,30.0,CSCO,-0.013482407102926695
177,18,8,2016,Credit Suisse Group,30.41,25.0,CSCO,-0.17790200591910554
178,18,8,2016,Citigroup,30.41,35.0,CSCO,0.15093719171325226
179,18,8,2016,Goldman Sachs Group,30.41,32.0,CSCO,0.052285432423544886
180,17,8,2016,Royal Bank of Canada,30.97,35.0,CSCO,0.13012592831772696
181,17,8,2016,Jefferies Financial Group,30.97,35.0,CSCO,0.13012592831772696
182,16,8,2016,Drexel Hamilton,31.22,36.0,CSCO,0.1531069827033953
183,15,8,2016,Cowen,30.98,40.0,CSCO,0.2911555842479019
184,15,8,2016,Morgan Stanley,30.98,28.0,CSCO,-0.09619109102646872
185,15,8,2016,Barclays,30.98,34.0,CSCO,0.09748224661071657
186,11,8,2016,Credit Suisse Group,30.95,24.0,CSCO,-0.2245557350565428
187,9,8,2016,Citigroup,31.11,35.0,CSCO,0.1250401800064289
188,5,8,2016,Oppenheimer,30.9,34.0,CSCO,0.10032362459546927
189,28,7,2016,Royal Bank of Canada,30.65,35.0,CSCO,0.1419249592169658
190,28,7,2016,Royal Bank of Canada,30.65,35.0,CSCO,0.1419249592169658
191,21,7,2016,UBS Group,30.64,32.0,CSCO,0.0443864229765012
192,18,7,2016,Morgan Stanley,29.75,28.0,CSCO,-0.058823529411764726
0,16,7,2018,Stifel Nicolaus,44.73,49.0,KO,0.09546165884194058
1,11,7,2018,Macquarie,44.99,47.0,KO,0.044676594798844116
2,10,7,2018,Jefferies Financial Group,44.51,45.0,KO,0.01100876207593804
3,13,6,2018,Macquarie,44.35,47.0,KO,0.059751972942502674
4,25,5,2018,Jefferies Financial Group,42.34,44.0,KO,0.03920642418516751
5,18,5,2018,Morningstar,42.3,49.0,KO,0.1583924349881798
6,17,5,2018,Barclays,42.01,48.0,KO,0.14258509878600334
7,25,4,2018,Societe Generale,42.74,46.5,KO,0.08797379503977543
8,23,4,2018,Royal Bank of Canada,43.74,56.0,KO,0.28029263831732965
9,17,4,2018,Goldman Sachs Group,44.95,46.0,KO,0.02335928809788657
10,15,3,2018,Barclays,43.88,45.0,KO,0.025524156791248757
11,28,2,2018,Morningstar,43.83,48.5,KO,0.1065480264658909
12,20,2,2018,Credit Suisse Group,44.75,53.0,KO,0.18435754189944145
13,20,2,2018,Jefferies Financial Group,44.75,49.0,KO,0.0949720670391061
16,16,2,2018,BMO Capital Markets,45.57,48.0,KO,0.0533245556287032
17,16,2,2018,Royal Bank of Canada,45.57,56.0,KO,0.22887864823348705
18,16,2,2018,Goldman Sachs Group,45.57,49.0,KO,0.07526881720430101
19,12,2,2018,Susquehanna Bancshares,43.56,45.0,KO,0.03305785123966931
20,12,1,2018,Evercore ISI,46.28,55.0,KO,0.1884183232497838
21,10,1,2018,Goldman Sachs Group,46.23,49.0,KO,0.05991780229288346
22,4,1,2018,Jefferies Financial Group,45.56,50.0,KO,0.0974539069359086
23,2,1,2018,Royal Bank of Canada,45.91,56.0,KO,0.21977782618165986
24,27,12,2017,Royal Bank of Canada,45.9,56.0,KO,0.2200435729847494
25,22,12,2017,Stifel Nicolaus,45.64,49.0,KO,0.07361963190184051
26,21,12,2017,Royal Bank of Canada,46.15,56.0,KO,0.21343445287107252
27,20,12,2017,Susquehanna Bancshares,46.18,45.0,KO,-0.025552187093980102
28,15,12,2017,JPMorgan Chase & Co.,46.29,48.0,KO,0.03694102397926114
29,13,12,2017,Deutsche Bank,45.45,52.0,KO,0.14411441144114412
31,21,11,2017,Goldman Sachs Group,45.56,45.0,KO,-0.012291483757682187
32,21,11,2017,Susquehanna Bancshares,45.56,45.0,KO,-0.012291483757682187
33,16,11,2017,JPMorgan Chase & Co.,46.95,49.0,KO,0.04366347177848762
34,15,11,2017,Goldman Sachs Group,47.32,45.0,KO,-0.04902789518174133
35,15,11,2017,Susquehanna Bancshares,47.32,41.0,KO,-0.13355874894336428
36,14,11,2017,Wells Fargo & Co,46.71,51.0,KO,0.09184328837508016
38,27,10,2017,BMO Capital Markets,46.13,47.0,KO,0.018859744201170647
39,26,10,2017,Societe Generale,46.32,47.0,KO,0.014680483592400597
40,26,10,2017,Credit Suisse Group,46.32,51.0,KO,0.10103626943005173
41,26,10,2017,Goldman Sachs Group,46.32,45.0,KO,-0.028497409326424864
42,26,10,2017,Morgan Stanley,46.32,48.0,KO,0.03626943005181338
43,25,10,2017,JPMorgan Chase & Co.,46.37,48.0,KO,0.035152037955574755
44,25,10,2017,Susquehanna Bancshares,46.37,41.0,KO,-0.11580763424627982
45,25,10,2017,Jefferies Financial Group,46.37,47.0,KO,0.013586370498166913
46,18,10,2017,Susquehanna Bancshares,46.41,42.0,KO,-0.09502262443438902
47,13,10,2017,Jefferies Financial Group,46.25,47.0,KO,0.016216216216216273
48,9,10,2017,Bank of America,45.55,52.0,KO,0.141602634467618
49,28,9,2017,Cowen,44.67,42.0,KO,-0.05977165883143054
50,15,9,2017,Macquarie,46.3,47.0,KO,0.015118790496760237
51,7,9,2017,Jefferies Financial Group,46.01,47.0,KO,0.02151706150836774
52,6,9,2017,Royal Bank of Canada,45.98,49.0,KO,0.06568073075250114
53,24,8,2017,Cowen,45.54,42.0,KO,-0.07773386034255603
54,3,8,2017,Citigroup,45.65,53.0,KO,0.1610076670317635
55,2,8,2017,Royal Bank of Canada,45.6,49.0,KO,0.07456140350877183
56,31,7,2017,BMO Capital Markets,46.0,46.0,KO,0.0
57,27,7,2017,Deutsche Bank,45.8,46.0,KO,0.004366812227074357
58,27,7,2017,UBS Group,45.8,51.0,KO,0.11353711790393015
59,27,7,2017,Jefferies Financial Group,45.8,47.0,KO,0.026200873362445483
60,26,7,2017,Susquehanna Bancshares,44.55,39.0,KO,-0.12457912457912455
61,24,7,2017,Credit Suisse Group,45.04,49.0,KO,0.08792184724689167
62,19,7,2017,Barclays,44.67,45.0,KO,0.007387508394895771
63,17,7,2017,Sanford C. Bernstein,44.66,49.0,KO,0.09717868338558013
64,14,7,2017,Stifel Nicolaus,44.52,45.0,KO,0.010781671159029615
65,12,7,2017,BMO Capital Markets,44.59,46.0,KO,0.031621439784705004
66,11,7,2017,Sanford C. Bernstein,44.32,49.0,KO,0.10559566787003603
67,6,7,2017,Jefferies Financial Group,44.72,45.0,KO,0.006261180679785428
68,13,6,2017,Daiwa Capital Markets,45.0,48.6,KO,0.08000000000000007
69,7,6,2017,BMO Capital Markets,45.5,46.0,KO,0.01098901098901095
72,15,5,2017,UBS Group,43.46,48.0,KO,0.10446387482742757
73,15,5,2017,Barclays,43.46,45.0,KO,0.035434882650713366
74,15,5,2017,Morgan Stanley,43.46,45.0,KO,0.035434882650713366
75,28,4,2017,Wells Fargo & Co,42.96,43.0,KO,0.0009310986964619072
76,27,4,2017,Credit Suisse Group,43.17,49.0,KO,0.1350474866805651
77,26,4,2017,Goldman Sachs Group,43.06,41.0,KO,-0.04784022294472834
78,26,4,2017,Morgan Stanley,43.06,44.0,KO,0.02183000464468177
79,26,4,2017,Bank of America,43.06,48.0,KO,0.1147236414305619
80,26,4,2017,Independent Research,43.06,38.0,KO,-0.11751045053413844
81,26,4,2017,BMO Capital Markets,43.06,46.0,KO,0.06827682303762184
82,25,4,2017,Susquehanna Bancshares,42.85,39.0,KO,-0.08984830805134192
83,25,4,2017,Jefferies Financial Group,42.85,45.0,KO,0.050175029171528614
84,24,4,2017,Royal Bank of Canada,43.24,49.0,KO,0.13320999074930606
85,24,4,2017,Stifel Nicolaus,43.24,41.0,KO,-0.0518038852913969
86,19,4,2017,Credit Suisse Group,43.74,49.0,KO,0.12025605852766352
87,18,4,2017,UBS Group,43.11,48.0,KO,0.1134307585247043
88,18,4,2017,Jefferies Financial Group,43.11,45.0,KO,0.043841336116910316
89,10,4,2017,Sanford C. Bernstein,42.73,48.0,KO,0.12333255324128255
90,27,3,2017,Jefferies Financial Group,42.11,42.0,KO,-0.002612206126810679
92,22,3,2017,BMO Capital Markets,42.56,45.0,KO,0.05733082706766913
93,21,3,2017,JPMorgan Chase & Co.,42.31,43.0,KO,0.01630820137083422
94,14,3,2017,Jefferies Financial Group,41.98,42.0,KO,0.0004764173415912065
95,13,3,2017,Barclays,41.92,43.0,KO,0.0257633587786259
96,1,3,2017,Credit Suisse Group,42.01,42.0,KO,-0.00023803856224702272
98,16,2,2017,Jefferies Financial Group,40.55,42.0,KO,0.035758323057953234
99,16,2,2017,Wells Fargo & Co,40.55,43.0,KO,0.06041923551171391
100,16,2,2017,Cowen,40.55,40.0,KO,-0.013563501849568338
101,10,2,2017,BMO Capital Markets,41.02,45.0,KO,0.09702584105314482
102,10,2,2017,Credit Suisse Group,41.02,42.0,KO,0.02389078498293506
103,10,2,2017,Sanford C. Bernstein,41.02,47.0,KO,0.14578254509995126
104,10,2,2017,Barclays,41.02,40.0,KO,-0.02486591906387137
105,10,2,2017,Goldman Sachs Group,41.02,38.0,KO,-0.0736226231106778
106,10,2,2017,Jefferies Financial Group,41.02,42.0,KO,0.02389078498293506
107,10,2,2017,UBS Group,41.02,47.0,KO,0.14578254509995126
108,10,2,2017,Morgan Stanley,41.02,42.0,KO,0.02389078498293506
109,19,1,2017,Wells Fargo & Co,41.14,41.29,KO,0.0036460865337870634
110,10,1,2017,Credit Suisse Group,41.44,43.0,KO,0.037644787644787625
111,9,1,2017,Goldman Sachs Group,41.23,39.0,KO,-0.054086829978171165
112,9,1,2017,Barclays,41.23,42.0,KO,0.0186757215619695
113,6,1,2017,Sanford C. Bernstein,41.7,48.0,KO,0.15107913669064746
114,27,12,2016,Jefferies Financial Group,41.56,43.0,KO,0.034648700673724615
116,21,12,2016,Jefferies Financial Group,41.6,43.0,KO,0.033653846153846034
117,20,12,2016,UBS Group,41.7,49.0,KO,0.17505995203836933
118,13,12,2016,Deutsche Bank,41.72,44.0,KO,0.05465004793863848
119,27,10,2016,Jefferies Financial Group,42.63,46.0,KO,0.0790523105794041
120,25,10,2016,Goldman Sachs Group,42.64,44.0,KO,0.03189493433395873
121,13,10,2016,Royal Bank of Canada,41.65,49.0,KO,0.17647058823529416
122,29,9,2016,Stifel Nicolaus,42.02,45.0,KO,0.07091861018562584
123,21,9,2016,UBS Group,42.28,50.0,KO,0.18259224219489112
124,19,9,2016,Citigroup,42.16,50.0,KO,0.18595825426944976
125,15,9,2016,Credit Suisse Group,42.01,44.0,KO,0.04736967388716984
126,10,8,2016,Sanford C. Bernstein,43.64,49.0,KO,0.12282309807516036
127,8,8,2016,Societe Generale,43.43,44.0,KO,0.01312456827078057
128,1,8,2016,Independent Research,43.69,38.0,KO,-0.13023575188830394
129,29,7,2016,JPMorgan Chase & Co.,43.72,48.0,KO,0.09789569990850876
130,28,7,2016,UBS Group,43.27,50.0,KO,0.15553501271088502
131,28,7,2016,Sanford C. Bernstein,43.27,49.0,KO,0.1324243124566673
132,28,7,2016,Goldman Sachs Group,43.27,45.0,KO,0.039981511439796565
133,28,7,2016,Jefferies Financial Group,43.27,45.0,KO,0.039981511439796565
134,28,7,2016,Stifel Nicolaus,43.27,50.0,KO,0.15553501271088502
0,10,7,2018,Credit Suisse Group,106.25,114.0,DIS,0.07294117647058829
1,28,6,2018,Imperial Capital,103.91,108.0,DIS,0.03936098546819355
2,18,6,2018,Pivotal Research,107.0,93.0,DIS,-0.13084112149532712
3,9,5,2018,B. Riley,102.25,123.0,DIS,0.2029339853300733
4,9,5,2018,Pivotal Research,102.25,93.0,DIS,-0.09046454767726164
5,25,4,2018,BMO Capital Markets,99.5,95.0,DIS,-0.04522613065326631
6,17,4,2018,Pivotal Research,101.2,93.0,DIS,-0.0810276679841897
7,15,3,2018,Loop Capital,104.0,130.0,DIS,0.25
8,8,2,2018,BMO Capital Markets,105.47,95.0,DIS,-0.09926993457855317
9,7,2,2018,Jefferies Financial Group,107.83,112.0,DIS,0.03867198367801161
10,7,2,2018,B. Riley,107.83,125.0,DIS,0.15923212464063807
11,7,2,2018,Pivotal Research,107.83,94.0,DIS,-0.12825744227024016
12,6,2,2018,Macquarie,102.88,125.0,DIS,0.21500777604976684
13,5,2,2018,Cowen,107.1,102.0,DIS,-0.04761904761904756
14,31,1,2018,Morgan Stanley,110.08,130.0,DIS,0.18095930232558133
15,31,1,2018,Loop Capital,110.08,108.0,DIS,-0.018895348837209336
16,29,1,2018,B. Riley,112.1,122.0,DIS,0.08831400535236411
17,23,1,2018,Barclays,110.27,105.0,DIS,-0.04779178380339166
18,22,1,2018,Loop Capital,110.27,106.0,DIS,-0.038723134125328684
19,10,1,2018,Bank of America,109.96,144.0,DIS,0.30956711531466
20,9,1,2018,Pivotal Research,110.13,93.0,DIS,-0.15554344865159353
21,3,1,2018,Rosenblatt Securities,112.19,130.0,DIS,0.15874855156431056
22,3,1,2018,Royal Bank of Canada,112.19,135.0,DIS,0.2033158035475533
23,2,1,2018,Macquarie,108.95,125.0,DIS,0.14731528223955934
24,20,12,2017,Sanford C. Bernstein,111.625,100.0,DIS,-0.10414333706606936
25,15,12,2017,Wells Fargo & Co,111.805,135.0,DIS,0.20745941594740835
26,15,12,2017,Piper Jaffray Companies,111.805,125.0,DIS,0.11801797772908175
27,14,12,2017,Pivotal Research,107.75,91.0,DIS,-0.15545243619489554
28,11,12,2017,Loop Capital,104.87,106.0,DIS,0.010775245542099745
29,4,12,2017,Rosenblatt Securities,106.5,115.0,DIS,0.07981220657277
30,22,11,2017,Piper Jaffray Companies,103.22,120.0,DIS,0.16256539430342953
31,22,11,2017,BMO Capital Markets,103.22,90.0,DIS,-0.1280759542724278
33,10,11,2017,Piper Jaffray Companies,104.99,120.0,DIS,0.14296599676159638
34,10,11,2017,B. Riley,104.99,101.0,DIS,-0.038003619392323
35,10,11,2017,JPMorgan Chase & Co.,104.99,125.0,DIS,0.19058957995999612
36,10,11,2017,Loop Capital,104.99,103.0,DIS,-0.018954186112963067
37,10,11,2017,Goldman Sachs Group,104.99,120.0,DIS,0.14296599676159638
38,10,11,2017,Jefferies Financial Group,104.99,103.77,DIS,-0.011620154300409524
39,1,11,2017,Citigroup,98.13,119.0,DIS,0.21267706104147568
40,31,10,2017,Piper Jaffray Companies,97.94,130.0,DIS,0.32734327139064745
41,31,10,2017,Morgan Stanley,97.94,120.0,DIS,0.2252399428221361
42,13,10,2017,Barclays,96.8,94.0,DIS,-0.028925619834710762
43,9,10,2017,Royal Bank of Canada,100.81,125.0,DIS,0.2399563535363556
44,6,10,2017,Jefferies Financial Group,99.95,103.0,DIS,0.03051525762881435
45,28,9,2017,Rosenblatt Securities,98.77,110.0,DIS,0.11369849144477072
46,20,9,2017,Wells Fargo & Co,98.76,116.0,DIS,0.17456460105305793
47,11,9,2017,Credit Suisse Group,97.9,120.0,DIS,0.22574055158324824
48,11,9,2017,JPMorgan Chase & Co.,97.9,125.0,DIS,0.27681307456588344
49,8,9,2017,Loop Capital,96.49,104.0,DIS,0.07783189967872327
50,8,9,2017,Bank of America,96.49,120.0,DIS,0.2436521919369883
51,8,9,2017,Jefferies Financial Group,96.49,90.0,DIS,-0.06726085604725872
52,8,9,2017,FBR & Co,96.49,97.0,DIS,0.005285521815732164
53,5,9,2017,UBS Group,102.0,126.0,DIS,0.2352941176470589
54,5,9,2017,Guggenheim,102.0,122.0,DIS,0.19607843137254896
55,5,9,2017,Wells Fargo & Co,102.0,116.0,DIS,0.13725490196078427
56,31,8,2017,Loop Capital,103.0,106.0,DIS,0.029126213592233
57,22,8,2017,Piper Jaffray Companies,101.41,130.0,DIS,0.2819248594813135
59,16,8,2017,Loop Capital,101.84,107.0,DIS,0.050667714061272566
60,15,8,2017,Piper Jaffray Companies,101.63,130.0,DIS,0.27914985732559283
61,11,8,2017,Barclays,101.25,98.0,DIS,-0.032098765432098775
62,10,8,2017,Deutsche Bank,102.5,125.0,DIS,0.2195121951219512
63,10,8,2017,Loop Capital,102.5,108.0,DIS,0.0536585365853659
64,10,8,2017,BMO Capital Markets,102.5,90.0,DIS,-0.12195121951219512
65,10,8,2017,Cowen,102.5,95.0,DIS,-0.07317073170731703
66,10,8,2017,Wells Fargo & Co,102.5,109.0,DIS,0.06341463414634152
67,9,8,2017,Goldman Sachs Group,100.71,133.0,DIS,0.3206235726342965
68,9,8,2017,Jefferies Financial Group,100.71,110.0,DIS,0.09224506007347832
69,9,8,2017,FBR & Co,100.71,112.0,DIS,0.11210406116572336
70,9,8,2017,Credit Suisse Group,100.71,120.0,DIS,0.1915400655347037
71,9,8,2017,Piper Jaffray Companies,100.71,130.0,DIS,0.2908350709959291
72,25,7,2017,Credit Suisse Group,107.6,125.0,DIS,0.16171003717472132
74,14,7,2017,Royal Bank of Canada,104.43,130.0,DIS,0.2448530115867087
75,12,7,2017,Guggenheim,104.34,122.0,DIS,0.16925436074372247
77,21,6,2017,Morgan Stanley,104.39,130.0,DIS,0.24533001245330024
78,12,6,2017,Royal Bank of Canada,105.89,130.0,DIS,0.22768911134195854
80,25,5,2017,Wells Fargo & Co,108.13,111.0,DIS,0.02654212521964316
82,19,5,2017,BMO Capital Markets,106.76,95.0,DIS,-0.11015361558636194
83,19,5,2017,Piper Jaffray Companies,106.76,130.0,DIS,0.2176845260397151
84,17,5,2017,Macquarie,106.0,105.0,DIS,-0.009433962264150941
85,15,5,2017,Deutsche Bank,109.73,125.0,DIS,0.1391597557641484
86,12,5,2017,Loop Capital,109.8,117.0,DIS,0.06557377049180335
87,12,5,2017,BMO Capital Markets,109.8,95.0,DIS,-0.1347905282331512
88,10,5,2017,Piper Jaffray Companies,109.0,130.0,DIS,0.19266055045871555
89,10,5,2017,Wells Fargo & Co,109.0,111.0,DIS,0.0183486238532109
90,10,5,2017,Jefferies Financial Group,109.0,110.0,DIS,0.00917431192660545
91,10,5,2017,Goldman Sachs Group,109.0,134.0,DIS,0.2293577981651376
